X,Y,SportsEquipmentID,Type,ServiceStatus,Ownership,Responsibility,Maintenance,LocationCertainty,InstallationCompany,OwnerType,ContractArea,InContract,Artwork,Construction,SurfaceFinish,SurveyDate,CommissionDate,DonorName,FallHeight,NumberOfAssets,SiteName,Photo,PhotographURL,AssetLongDescription,Comment,SAPInternalReference,IDSAssetUniqueID,LastEditDate
1569180.543,5177480.1601,28434,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/11 00:00:00+00,2008/09/11 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034634.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034634.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034634.jpg,56m E of Centre of Park,,IE000000000010051201,,2020/09/07 10:32:57+00
1569185.9444,5177473.037,28436,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/11 00:00:00+00,2008/09/11 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034635.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034635.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080911/00377/R0034635.jpg,63m ESE of Centre of Park,,IE000000000010051340,,2020/09/07 10:32:57+00
1569161.3979,5177382.9556,28438,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/10 00:00:00+00,2008/09/10 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034460.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034460.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034460.jpg,110m SSE of Centre of Park,,IE000000000010051470,,2020/09/07 10:32:57+00
1569120.6473,5177433.981,28440,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/10 00:00:00+00,2008/09/10 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034463.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034463.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034463.jpg,53m S of Centre of Park,,IE000000000010051260,,2020/09/07 10:32:57+00
1569114.6781,5177453.3782,28441,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/10 00:00:00+00,2008/09/10 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034464.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034464.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034464.jpg,35m SSW of Centre of Park,,IE000000000010051437,,2020/09/07 10:32:57+00
1569053.4018,5177530.6613,28551,Goal posts,In Service,Private,Private,Park,Approximate XY,Unknown,Unknown,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/10 00:00:00+00,2008/09/10 00:00:00+00,,,,PRK_1125 - Barrington Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034468.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034468.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080910/00377/R0034468.jpg,84m WNW of Centre of Park,,IE000000000010051227,,2020/09/07 10:32:57+00
1570377.5591,5177704.3802,29414,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/22 00:00:00+00,2008/09/22 00:00:00+00,,,,PRK_1133 - Bradford Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031778.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031778.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031778.jpg,76m SSE of Centre of Park,,IE000000000010064242,,2020/05/02 12:36:57+00
1570312.6374,5177783.0854,29448,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/22 00:00:00+00,2008/09/22 00:00:00+00,,,,PRK_1133 - Bradford Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031775.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031775.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080922/00378/R0031775.jpg,44m W of Centre of Park,,IE000000000010064169,,2020/05/02 12:36:57+00
1567108.3609,5176624.0245,29808,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032502.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032502.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032502.jpg,59m NW of Centre of Park,,IE000000000010046514,,2020/05/02 12:36:57+00
1567183.2125,5176682.8639,29891,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032663.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032663.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032663.jpg,96m NNE of Centre of Park,,IE000000000010046693,,2020/05/02 12:36:57+00
1567243.4202,5176606.7879,29892,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032664.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032664.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032664.jpg,88m E of Centre of Park,,IE000000000010046550,,2020/05/02 12:36:57+00
1567306.442,5176659.2441,29893,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032665.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032665.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032665.jpg,165m ENE of Centre of Park,,IE000000000010046639,,2020/05/02 12:36:57+00
1567243.6209,5176736.9291,29895,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032667.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032667.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032667.jpg,170m NNE of Centre of Park,,IE000000000010046527,,2020/05/02 12:36:57+00
1567191.585,5176524.0287,29922,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032704.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032704.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032704.jpg,75m SSE of Centre of Park,,IE000000000010046617,,2020/05/02 12:36:57+00
1567138.5582,5176592.1042,29923,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032707.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032707.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032707.jpg,19m W of Centre of Park,,IE000000000010046478,,2020/05/02 12:36:57+00
1567052.9331,5176607.3925,29961,Skateboard Bowl,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Concrete,None,2008/09/29 00:00:00+00,1995/01/01 13:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032634.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032634.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032634.jpg,119m W of Centre of Park,skateboard rail,IE000000000010046607,,2024/09/09 13:39:02+00
1567092.536,5176644.351,30010,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032500.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032500.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032500.jpg,84m NW of Centre of Park,,IE000000000010046605,,2020/05/02 12:36:57+00
1567115.0658,5176460.1134,30018,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032705.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032705.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032705.jpg,137m SSW of Centre of Park,,IE000000000010046570,,2020/05/02 12:36:57+00
1567061.7927,5176527.3387,30019,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/09/29 00:00:00+00,2008/09/29 00:00:00+00,,,,PRK_1492 - Hoon Hay Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032706.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032706.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20080929/00378/R0032706.jpg,114m WSW of Centre of Park,,IE000000000010046659,,2020/05/02 12:36:57+00
1568743.4855,5175028.1716,30390,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,Painted,2008/10/06 00:00:00+00,2008/10/06 00:00:00+00,,,,PRK_1502 - Waipara Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081006/00378/R0033198.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081006/00378/R0033198.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081006/00378/R0033198.jpg,29m ESE of Centre of Park,,IE000000000010066358,,2020/05/02 12:36:57+00
1570820.8442,5175654.3586,31432,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,Galvanised,2008/10/23 00:00:00+00,2008/10/23 00:00:00+00,,,,PRK_1769 - Holliss Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081023/00377/R0035549.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081023/00377/R0035549.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081023/00377/R0035549.jpg,49m N of Centre of Park,,IE000000000010046084,,2020/05/02 12:36:57+00
1571656.0587,5177782.6085,32717,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,None,2008/11/06 00:00:00+00,2008/11/06 00:00:00+00,,,,PRK_1044 - Waltham Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081106/00377/R0037038.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081106/00377/R0037038.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081106/00377/R0037038.jpg,67m WSW of Centre of Park,,IE000000000010066762,,2020/05/02 12:36:57+00
1569794.4997,5177063.7429,33061,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/11/18 00:00:00+00,2008/11/18 00:00:00+00,,,,PRK_1128 - Somerfield Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035036.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035036.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035036.jpg,91m WSW of Centre of Park,,IE000000000010061418,,2020/05/02 12:36:57+00
1569748.6734,5177026.5494,33063,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/11/18 00:00:00+00,2008/11/18 00:00:00+00,,,,PRK_1128 - Somerfield Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035038.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035038.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081118/00378/R0035038.jpg,146m WSW of Centre of Park,,IE000000000010061384,,2020/05/02 12:36:57+00
1569892.0182,5177141.2921,33161,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/11/19 00:00:00+00,2008/11/19 00:00:00+00,,,,PRK_1128 - Somerfield Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035168.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035168.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035168.jpg,59m N of Centre of Park,,IE000000000010061523,,2020/05/02 12:36:57+00
1569845.5088,5177102.2119,33163,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2008/11/19 00:00:00+00,2008/11/19 00:00:00+00,,,,PRK_1128 - Somerfield Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035170.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035170.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081119/00378/R0035170.jpg,42m WNW of Centre of Park,,IE000000000010061489,,2020/05/02 12:36:57+00
1572530.4675,5176771.6289,35151,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Galvanised,2008/11/21 00:00:00+00,2008/11/21 00:00:00+00,,,,PRK_1019 - Hansen Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038247.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038247.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038247.jpg,207m SSW of Centre of Park,,IE000000000010044688,,2024/09/02 10:42:12+00
1572520.8259,5176748.8023,35362,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Galvanised,2008/11/21 00:00:00+00,2008/11/21 00:00:00+00,,,,PRK_1019 - Hansen Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038250.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038250.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081121/00377/R0038250.jpg,234m SSW of Centre of Park,,IE000000000010044885,,2020/05/02 12:36:57+00
1566903.3628,5186225.3088,36463,Cricket Net,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Unknown,Galvanised,2009/01/14 00:00:00+00,2006/05/31 00:00:00+00,,,,PRK_0394 - Tulett Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090114/00377/R0041826.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090114/00377/R0041826.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090114/00377/R0041826.jpg,90m W of Centre of Park,,IE000000000010065038,,2020/05/02 12:36:57+00
1572857.8065,5176815.2171,36952,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2009/01/20 00:00:00+00,2009/01/20 00:00:00+00,,,,PRK_1019 - Hansen Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042800.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042800.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042800.jpg,288m ESE of Centre of Park,,IE000000000010044821,,2020/05/02 12:36:57+00
1572869.9855,5176894.2527,37052,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Metal,Painted,2009/01/20 00:00:00+00,2009/01/20 00:00:00+00,,,,PRK_1019 - Hansen Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042799.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042799.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090120/00377/R0042799.jpg,268m ESE of Centre of Park,,IE000000000010044716,,2020/05/02 12:36:57+00
1573624.5127,5194455.6509,37487,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2008/12/12 00:00:00+00,2008/08/11 00:00:00+00,,,,PRK_3048 - Riverlea Recreation Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081212/00378/R0037402.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081212/00378/R0037402.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20081212/00378/R0037402.jpg,39m NNE of Centre of Park,,IE000000000010036093,,2020/05/02 12:36:57+00
1567578.8346,5183130.8763,38737,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Wood,Painted,2009/02/09 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0577 - Pitcairn Playground,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090209/00377/R0044302.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090209/00377/R0044302.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090209/00377/R0044302.jpg,3m WSW of Centre of Park,,IE000000000010055712,,2020/05/02 12:36:57+00
1565699.2881,5181625.8513,38820,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2009/01/30 00:00:00+00,2009/01/30 00:00:00+00,,,,PRK_0251 - Ray Blank Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039036.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039036.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039036.jpg,148m SE of Centre of Park,,IE000000000010056723,,2020/05/02 12:36:57+00
1565694.5774,5181726.8256,38869,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Painted,2009/01/30 00:00:00+00,2009/01/30 00:00:00+00,,,,PRK_0251 - Ray Blank Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039087.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039087.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090130/00378/R0039087.jpg,92m E of Centre of Park,,IE000000000010056691,,2020/05/02 12:36:57+00
1566211.8287,5183415.0303,39557,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Galvanised,2009/02/13 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0287 - Derwent Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039876.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039876.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039876.jpg,39m SW of Centre of Park,,IE000000000010031000,,2020/05/02 12:36:57+00
1566230.9434,5183443.7836,39558,Goal posts,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Galvanised,2009/02/13 00:00:00+00,2006/05/29 00:00:00+00,,,,PRK_0287 - Derwent Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039877.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039877.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090213/00378/R0039877.jpg,4m SW of Centre of Park,,IE000000000010031005,,2020/05/02 12:36:57+00
1568478.6635,5182185.2953,41566,Netball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Northern Contract Area,Yes,No,Metal,Galvanised,2009/03/03 00:00:00+00,1998/12/31 00:00:00+00,,,,PRK_0590 - Elmwood Park,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090303/00378/R0040444.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090303/00378/R0040444.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090303/00378/R0040444.jpg,179m SW of Centre of Park,,IE000000000010034594,,2020/05/02 12:36:57+00
1565985.1097,5174610.3061,42475,Basketball Hoop,In Service,CCC,Park,Park,Approximate XY,Unknown,Council,Eastern Contract Area,Yes,No,Wood,Powder Coated,2009/03/16 00:00:00+00,2006/03/29 00:00:00+00,,,,PRK_3012 - Six Silvers Reserve,"<table><tr><td><a href=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090316/00377/R0048482.jpg""><img src=""https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090316/00377/R0048482.jpg"" style=""width:150px;height:auto;""""></a></td></tr></table>",https://gis.ccc.govt.nz/Image/ManMade/ParkAsset/20090316/00377/R0048482.jpg,10m NNW of Centre of Park,,IE000000000010033524,,2020/05/02 12:36:57+00
