Location,Main_Track,Track_Name,Road_Name,Road_Section,Surface,Use_,Difficulty,OBJECTID,WIDTH_M_,Distance,Source,WalkTime,RideTime,PrimaryUse,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTLength
Keith George Memorial Park,Trig and North Ridge Loop,Trig Track,,,Gravel/Natural Trail,Walking,Moderate - Hard,1,,,UHCC,,,Walking,{B29C2D38-477C-4B4E-B79D-721624613B36},,,CSPENCE,2025/10/06 00:40:37+00,1155.15299952159
Pinehaven Reserve,,,,,Gravel/Natural Trail,Multi,Easy,2,,,UHCC,,,Walking,{33805FD0-4C98-42F7-A999-DA4CB7999D52},,,CSPENCE,2025/10/01 03:58:13+00,318.846211407485
Akatarawa Forest,Karapoti Classic,Karapoti Gorge,,,Gravel/Natural Trail,Multi,Moderate,3,,,"UHCC
",,,Biking,{7541189D-CE3A-44C5-9F25-C017E5EBB4DD},,,CSPENCE,2025/10/06 00:16:04+00,4156.51302724184
Keith George Memorial Park,,Loop Track,,,Gravel/Natural Trail,Walking,Easy,4,,,UHCC,,,Walking,{B9BA371E-6590-4772-B49F-E450403E7D76},,,,,547.088152429077
Keith George Memorial Park,Trig and North Ridge Loop,Trig Track,,,Gravel/Natural Trail,Walking,Easy,5,,,UHCC,,,Walking,{C8F361EC-3C6F-44D5-8D6F-225A169D4677},,,,,333.249094756625
Keith George Memorial Park,,Pylon Access Track,,,Gravel/Natural Trail,Walking,Hard,6,,,UHCC,,,Walking,{025BFFA1-DABB-4CF4-AC5C-638EA0083540},,,CSPENCE,2025/10/06 00:40:37+00,2699.41233490486
Akatarawa Forest,,Cannon Point Walkway,,,Gravel/Natural Trail,Multi,Moderate,7,,,UHCC,,,Walking,{1B3A470C-EBB5-46AF-A40A-966743D3E0C9},,,,,3541.59200199868
Kaitoke Regional Park,,Loop Walk,,,Gravel/Natural Trail,Walking,Easy,8,,,GWRC & UHCC,,,Walking,{43DFDD14-2E5D-4B6A-A6F7-E3D3D215CD51},,,,,213.175699215126
Kaitoke Regional Park,,The Terrace Walk,,,Gravel/Natural Trail,Walking,Easy,9,,,UHCC,,,Walking,{438642F0-FD10-4D31-BCC8-BCDF66885544},,,,,427.080701518106
Kaitoke Regional Park,Nortbett Creek Loop,Pākuratahi River Walk,,,Gravel/Natural Trail,Walking,Easy,10,,,GWRC & UHCC,,,Walking,{5EF6A34C-B052-457B-A998-9174A49289C5},,,,,1217.92094177458
Kaitoke Regional Park,,Ridge Track,,,Gravel/Natural Trail,Walking,Moderate - Hard,11,,,GWRC & UHCC,,,Walking,{35B4BBD9-90B8-4CB6-8A66-22F86CE1D736},,,,,7042.43072045869
Kaitoke Regional Park,,Weir Walk,,,Sealed Path,Walking,Easy,12,,,GWRC,,,Walking,{27BA7226-3FEE-423D-862A-89457A65C61C},,,,,682.440894458142
Pākuratahi Forest,,Mt Climie,,,Gravel/Dirt Road,Multi,Hard,13,,,UHCC,,,4WD,{5A5C556F-2009-494D-8586-BB5840DED4E5},,,,,5871.83903411618
Tunnel Gully,Remutaka Rail Trail,Tunnel Drive,,,Sealed Path,Multi,Easy,14,,,Tracks.org.nz,,,Walk & Biking,{CB580571-4B9E-4277-B22F-57379445652D},,,,,1325.28459128408
Tunnel Gully,,Pondy Loop,,,Gravel/Natural Trail,Multi,Moderate,15,,,Tracks.org.nz & NtrailZ & UHCC,,,Biking,{9A68ECEC-1419-4AD0-99EB-B74766B78E3E},,,,,1208.15212598904
Tunnel Gully,,Mount Climie Steep Track,,,Natural Path,Multi,Hard,16,,,Tracks.org.nz & UHCC,,,Walking & Biking,{50747409-5477-441B-8303-4426820962D0},,,CSPENCE,2025/09/26 01:56:10+00,671.342867221904
Tunnel Gully,Tunnel Gully Loop,Wide Open,,,Gravel/Dirt Road,Multi (4WD),Easy - Moderate,17,,,NtrailZ & UHCC,,,Biking,{7C377D8A-C81F-43CF-A448-FC256335A8FE},,,,,932.31735402152
Tunnel Gully,,Tane's Track,,,Gravel/Natural Trail,Multi,Moderate - Hard,18,,,UHCC,,,Walking & Biking,{AC96E8AB-E3F4-4206-9972-B09873987D25},,,,,2344.31536412629
Silverstream Spur,,Goodwin Drive,,,Gravel/Natural Trail,Multi,Moderate,19,,,TrailForks,,,Walking & Biking,{31631901-26FE-4FCF-9C65-E422FFFDB5B1},,,,,709.661286366491
Pākuratahi Forest,,Station Link,,,Gravel/Natural Trail,Multi,Easy,22,,,NtrailZ,,,Biking,{64B17A2A-A374-4160-8022-DB41EA1B41FD},,,,,770.915379208148
Pākuratahi Forest,,2 Bee Line,,,Gravel/Dirt Road,Multi (4WD),Moderate,23,,,NtrailZ,,,Biking,{5B6D40A9-6D45-4384-AE86-B6C171E50C05},,,,,1126.46317059216
Pākuratahi Forest,,Bee Line,,,Gravel/Natural Trail,Biking,Moderate,24,,,NtrailZ,,,Biking,{451FEAEE-20F5-4042-A008-4BB297A4796B},,,,,380.097570807553
Pākuratahi Forest,,Bees to Bridge,,,Gravel/Natural Trail,Multi,Moderate,25,,,NtrailZ,,,Biking,{56CE4666-F1A0-4C3F-86D6-33FD59F92343},,,,,478.463631521251
Pākuratahi Forest,,G-Drop,,,Gravel/Natural Trail,Biking,Moderate,26,,,NtrailZ,,,Biking,{9BDF212C-9E34-4BE4-8A9F-BFF375E26B18},,,,,331.34895674312
Pākuratahi Forest,,Taniwha,,,Gravel/Natural Trail,Biking,Moderate,27,,,NtrailZ,,,Biking,{52D95045-27DE-44A6-9572-9D04F882C606},,,,,1084.85535852604
Tunnel Gully,,Brazilian,,,Gravel/Natural Trail,Biking,Expert,28,,,NtrailZ,,,Biking,{3FB584BD-B2F5-47CD-B64C-72F046C722C3},,,,,453.50811448004
Tunnel Gully,,Horse Track,,,Gravel/Natural Trail,Multi,Moderate,29,,,NtrailZ,,,Biking,{FBF43DF9-1B7F-48A0-94AD-35EA25854ED9},,,,,471.319347631398
Tunnel Gully,,Flat Out,,,Gravel/Natural Trail,Multi,Moderate,30,,,NtrailZ,,,Biking,{81F5E85D-EA58-488C-9BDA-DDBF5C430CCB},,,,,608.899775044495
Pākuratahi Forest,Remutaka Rail Trail,Station Drive,,,Gravel/Dirt Road,Multi (4WD),Easy - Moderate,31,,,NtrailZ,,,Biking,{287B93A0-8FBA-4EE4-B354-5815C38498B5},,,,,2638.08668146173
Pākuratahi Forest,,Goat Rock Drive,,,Gravel/Dirt Road,Multi (4WD),Moderate,32,,,NtrailZ,,,Biking,{2E5FF899-61A8-49FD-9AC6-76F2B42DF0F7},,,,,5059.53596088989
Keith George Memorial Park,,St Pats Up,,,Gravel/Natural Trail,Multi (4WD),Moderate,33,,,TrailForks,,,Biking,{7F448FC1-40AC-42A9-AD03-E61719DE857F},,,CSPENCE,2025/10/06 00:40:37+00,1810.59972351508
Keith George Memorial Park,,Popeye,,,Gravel/Natural Trail,Biking,Expert,34,,,TrailForks,,,Biking,{F58C5735-A4EB-4285-BB81-98D721442D80},,,CSPENCE,2025/10/06 00:40:37+00,431.021740551306
Akatarawa Forest,,,Valley View Road, from Totara Park Bridge to Cannon Point,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,35,,,NtrailZ,,,Biking,{77DB0F1D-6E2F-4DA8-A8A0-7526BE6E56F1},,,CSPENCE,2025/09/26 02:23:37+00,4712.85710748003
Akatarawa Forest,,,Cannon Point Road,,Gravel/Natural Trail,Multi,Moderate,36,,,NtrailZ,,,Biking,{5793A557-E469-441A-AB24-914528E343DE},,,CSPENCE,2025/09/26 02:22:52+00,2270.66371394775
Akatarawa Forest,,Cannon Point Walkway,,,Gravel/Natural Trail,Multi,Moderate,37,,,NtrailZ,,,Walking & Biking,{E93894BD-4D6A-41E6-8FDE-1880001506BD},,,,,903.690655370248
Akatarawa Forest,,Three Skulls,,,Gravel/Natural Trail,Biking,Moderate,38,,,NtrailZ,,,Biking,{9CC39823-AA7F-47BB-8176-C8C1767B4375},,,,,366.350344675386
Akatarawa Forest,,,Valley View Road, from Cannon Point to Airstrip Drive,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,40,,,NtrailZ,,,Biking,{A6513026-FEEB-412B-906D-9472C4FEE606},,,,,2067.16194368148
Pākuratahi Forest,Remutaka Rail Trail,,Incline Road (Private),,Gravel/Dirt Road,Multi (4WD),Moderate,41,,,TrailForks,,,Biking,{2FE0B2B5-77A8-448E-816E-88F3F3AD16A0},,,CSPENCE,2025/10/06 03:42:58+00,17264.1340847762
Pākuratahi Forest,,Dela Rosa,,,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,42,,,TrailForks,,,Biking,{0A111142-5BE2-4B3F-8C13-01B4AE99429A},,,,,4470.98079079551
Pākuratahi Forest,,Back Road,,,Gravel/Dirt Road,Multi (4WD),Moderate,43,,,TrailForks,,,Biking,{04A696F2-CE3A-43FF-A4A6-30D1FDF76F43},,,CSPENCE,2025/10/06 01:20:26+00,3032.59980452234
Kaitoke Regional Park,,Pylon Loop Track / Kaitoke Pines,,,Gravel/Dirt Road,Multi,Moderate,44,,,GWRC & TrailForks,,,Walking & Biking,{19F19AE7-CF1D-4C91-AF70-5270C113AFDB},,,,,1336.10511400811
Kaitoke Regional Park,,Kaitoke Hill Track / Kaitoke Coaster,,,Gravel/Dirt Road,Multi (4WD),Moderate,45,,,GWRC & TrailForks,,,Walking,{0F4FCF38-2CB1-4B4C-8BFC-AE8EE11AEA23},,,,,1327.63448124007
Kaitoke Regional Park,,Keith Spry Path,,,Sealed Path,Walking,Easy,46,,,GWRC,,,Walking,{E40F72D5-9A61-4A4B-B4A5-25B342EDB04C},,,,,46.9784653172614
Kaitoke Regional Park,Nortbett Creek Loop,Nortbett Creek Route,,,Gravel/Natural Trail,Walking,Moderate,47,,,GWRC & UHCC,,,Walking,{53AEEECD-B5FB-4E96-9506-7F39C205FFEA},,,,,1565.47892045283
Akatarawa Forest,Karapoti Challenge,,Airstrip Drive, from Valley View Road to Woolshed Road,Gravel/Dirt Road,Multi (4WD Forestry),Easy - Moderate,48,,,TrailForks,,,Biking,{A3C92E80-B0AC-4C34-9EF6-A38F7E177697},,,,,771.171371244636
Akatarawa Forest,Karapoti Challenge,,Woolshed Road,,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,49,,,TrailForks,,,Biking,{2C178963-7DE5-4AF0-8250-8DB481580289},,,,,2617.51171135928
Akatarawa Forest,Karapoti Challenge,,Valley View Road, from Woolshed Road to Airstrip Drive,Gravel/Dirt Road,Multi (4WD Forestry),Moderate - Hard,50,,,TrailForks,,,Biking,{71CA711B-967D-4717-86F0-515E8F5501D7},,,,,3111.54636656637
Akatarawa Forest,Karapoti Challenge,McGhies,,,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,51,,,TrailForks,,,Biking,{2B5A916A-5481-4EF9-B674-97859D8F3C70},,,,,1990.34886570089
Akatarawa Forest,Karapoti Classic,Hukinga Clearing,,,Gravel/Dirt Road,Multi (4WD Forestry),Easy,52,,,TrailForks,,,Biking,{521BE70B-731A-46B3-A92E-FBC5BDF4DEBB},,,,,1456.13724554541
Akatarawa Forest,Karapoti Classic,Pram Track,,,Gravel/Dirt Road,Multi (4WD),Moderate,53,,,Karapoti Classic & TrailForks,,,Biking,{3143CEC9-A46A-4A29-9B27-3B351368EF90},,,,,4744.52982117241
Akatarawa Forest,Karapoti Classic,Dopers,,,Gravel/Natural Trail,Multi,Hard,54,,,Karapoti Classic & TrailForks,,,Biking,{18BBF2BF-1DE0-48B1-BC51-4D7E8034F539},,,,,2689.13860425686
Akatarawa Forest,,Norm's Crossing,,,Gravel/Natural Trail,Multi,Easy,55,,,Karapoti Classic & TrailForks,,,Biking,{AF5E310B-2A7C-44F9-921B-5E7510AF9C2D},,,,,1370.56011548772
Akatarawa Forest,,,Hydro Valley Road,,Gravel/Natural Trail,Multi,Moderate,56,,,Karapoti Classic & TrailForks,,,Biking,{9ABA4085-7C90-4DD5-9D91-0891E567DA1A},,,,,4003.12556367594
Akatarawa Forest,Karapoti Classic,Titi,Titi Road,,Gravel/Natural Trail,Multi,Moderate,57,,,Karapoti Classic & TrailForks,,,Biking,{6319A6CD-218F-4EFD-990D-83A1D3910CA6},,,,,5270.78319942515
Akatarawa Forest,Karapoti Classic,Devils Staircase,,,Gravel/Natural Trail,Biking,Expert,58,,,Karapoti Classic & TrailForks,,,Biking (Uphill),{6D73E7D7-DBF5-4A61-9623-DB1218642DD4},,,CSPENCE,2025/10/06 00:16:04+00,1570.9886716335
Akatarawa Forest,Karapoti Classic,Rock Garden,,,Gravel/Natural Trail,Biking,Expert,59,,,Karapoti Classic & TrailForks,,,Biking (Downhill),{2FEDEC6A-1B68-4474-BC67-265ACB5C5B02},,,CSPENCE,2025/10/06 00:16:04+00,1437.81636890068
Akatarawa Forest,Karapoti Classic,Deadwood,,,Gravel/Dirt Road,Multi (4WD),Hard,60,,,Karapoti Classic & TrailForks,,,Biking,{58F54202-6D46-4F3F-AE0E-9F8AAA40F35C},,,,,7167.42030574595
Akatarawa Forest,Karapoti Classic,Warm Up Climb,Hukinga Road,,Gravel/Dirt Road,Multi (4WD),Hard,61,,,Karapoti Classic & TrailForks,,,Biking,{D687FAA6-8373-4E9A-B1D6-2742C7B522B1},,,,,4866.8428801988
Kaitoke Regional Park,,Kaitoke Hill Track,,,Gravel/Dirt Road,Walking,Moderate,62,,,GWRC & TrailForks,,,Walking,{914CD3D6-FC3C-415E-BE8F-09A1D9489556},,,,,735.69327213837
Kaitoke Regional Park,,Kaitoke Hill Track / Kaitoke Pylon,,,Gravel/Dirt Road,Multi,Moderate,63,,,GWRC & TrailForks,,,Walking,{97706701-F032-458E-BCA3-B407EBC2520F},,,,,785.796917034967
Kaitoke Regional Park,,Macaskill Lookout,,,Gravel/Natural Trail,Multi,Easy,64,,,TrailForks,,,Walking & Biking,{5FC4731B-7173-4E04-99BA-2B712CCDAB0F},,,CSPENCE,2025/10/01 04:29:14+00,522.994871607687
Akatarawa Forest,Karapoti Classic,Big Ring Boulevard,Whakatikei Road,,Gravel/Natural Trail,Biking,Moderate,65,,,GWRC & TrailForks,,,Biking (Downhill),{39A81C09-5542-42F0-ACA5-76824B8B2EAF},,,,,4929.67398267334
Akatarawa Forest,,Boobies,,,Gravel/Natural Trail,Biking,Expert,66,,,TrailForks,,,Biking (Downhill),{5D683638-7034-46A3-B46E-32FA0BB0193F},,,CSPENCE,2025/10/06 00:16:04+00,3376.26497605591
Wī Tako Ngātata Scenic Reserve,,Wī Tako Ngātata Scenic Reserve Track,,,Gravel/Natural Trail,Walking & Biking,Moderate,67,,,Tracks.org.nz,,,Walking & Biking,{953879BE-635B-449C-BE4D-5129A03E3AB0},,,,,1832.69945475259
Riverstone Terraces,,,,,REVIEW - Natural Path,Multi,Easy - Moderate,68,,,UHCC,,,Walking & Biking,{C8E3831A-9546-4878-8FC1-0A5EFFF4C93E},,,CSPENCE,2025/10/06 04:18:38+00,1322.94822263523
Akatarawa Forest,,Scooters/Pylon 18,,,Gravel/Dirt Road,Multi (4WD Forestry),Moderate,71,,,GWRC,,,Walking,{0C4DAAF3-606B-49B6-AF0A-C27C9A1DF990},,,,,1145.47819585277
Kaitoke Regional Park,,Escape Route,,,Gravel/Natural Trail,Walking,Moderate,72,,,LINZ,,,Walking,{22F03FE8-481C-4DEA-A5FA-917C1AF5F524},,,,,1395.08349183957
Ecclesfield Reserve,,Rangi's Track,,,Gravel/Natural Trail,Walking & Biking,Easy - Moderate,73,,,UHCC,,,Walking,{3F4C506E-205D-4C26-BCC2-EDCF85181D92},,,,,755.440069528432
Ecclesfield Reserve,,Lancewood Steps,,,Gravel/Natural Trail,Walking,Easy - Moderate,74,,,UHCC,,,Walking,{F2C2C783-A4BE-4682-AC7D-14DE7A199EC9},,,,,19.5494915577198
Ecclesfield Reserve,,Manuka Track,,,Gravel/Natural Trail,Walking,Easy - Moderate,75,,,UHCC,,,Walking,{CE3655A4-48DD-4F90-88E2-C4C4A5C3A8A5},,,,,261.098439469531
Ecclesfield Reserve,,Link Track,,,Gravel/Natural Trail,Walking,Easy - Moderate,76,,,UHCC,,,Walking,{783742EC-77E8-4553-B0FE-A764AEE593CA},,,,,36.969880975644
Pākuratahi Forest,Remutaka Rail Trail,Station Drive,,,Gravel/Dirt Road,Multi (4WD),Easy - Moderate,77,,,NtrailZ,,,Biking,{6D87A1C1-2243-4BB7-9AB3-66D67980D876},,,,,531.024256660743
Pākuratahi Forest,,Rimutaka Trig,,,Gravel/Natural Trail,Walking,Easy,78,,,UHCC & tracks.org.nz,,,Walking,{348B2355-A9CB-4CF6-9D79-11ADD6DA1AA7},,,LHEYMANNS,2025/08/28 22:42:25+00,1010.78706549826
Kurth Crescent Reserve,,,,,Sealed Path,,,79,,,,,,,{75A3355F-F003-421D-B8A5-1AC2ED2945E9},,,,,217.025106302031
Tapestry Grove Reserve,,,,,Sealed Path,,,80,,,,,,,{059A53D9-1E1A-4820-8FF5-17E761F9D902},,,,,155.959571199727
Dunns Park,,,,,Sealed Path,,,81,,,,,,,{E847C303-C6AA-4E20-A9C2-6F6B0B13F05F},,,,,153.312734777797
Pumpkin Cottage Park,,,,,Gravel Path,,,85,,,,,,,{AB66D9DB-E58C-4C3B-8FC7-0F340486A08B},,,CSPENCE,2025/09/26 00:14:16+00,560.6760729226
Ward/Miro Green Area,,,,,Sealed Path,,,86,,,,,,,{26341D4B-2903-4B03-8D69-364A8B999C88},,,,,37.4541161116598
Whakatiki Buffer Reserve,,,,,Gravel/Natural Trail,,,87,,,,,,,{DFC9A3E9-8BFA-4A04-B2DA-982C885F6386},,,CSPENCE,2025/10/01 03:56:00+00,331.922719249431
Clyma Park,,,,,Sealed Path,,,88,,,,,,,{7D031124-4F55-4B0A-9FE9-AF765588BDBF},,,,,47.1298911815085
Pine Avenue Park,,,,,Natural Path,,,90,,,,,,,{7338C620-2FD9-4A6E-A11C-165C05D37ACE},,,,,52.4351663628889
Benge Park,,,,,Gravel Path,,,91,,,,,,,{3CFA4106-155A-448C-A3F2-557DF97C74FC},,,,,384.366811748009
Pine Avenue Park,,,,,Sealed Path,,,92,,,,,,,{288D8205-43CB-4FD3-8B0D-D8CDB26451E1},,,,,33.3464106077305
Māoribank Park,,,,,Sealed Path,,,93,,,,,,,{DB7D3F55-D48C-412A-8127-4654022C9BA0},,,,,44.1421272151205
Duncraig Crescent Reserve,,,,,Sealed Path,,,94,,,,,,,{140A583D-7AAD-46F5-A3DD-F54C0C5B175D},,,,,58.8033212176409
Dunns Park,,,,,Gravel Path,,,95,,,,,,,{A30AEE62-759F-4F75-ACAC-8609FA933BA5},,,,,342.976483929627
Whakatiki Buffer Reserve,,,,,Sealed Path,,,96,,,,,,,{E03AF9BA-5320-442C-85E2-6845F957E03A},,,,,44.2747372787946
Savage Park,,,,,Sealed Path,,,97,,,,,,,{1FA28E90-6580-4130-A498-6B433BA80BA4},,,,,143.991030118634
Benge Park,,,,,Sealed Path,,,98,,,,,,,{134439F7-C6A0-4DF7-808E-392CCF7B9816},,,,,44.0711840986029
Trentham Memorial Park,,,,,Gravel Path,,Easy,99,,,UHCC,,,,{75012FCB-6528-4CFF-9F5C-913898700EF2},,,CSPENCE,2025/09/26 00:57:01+00,96.2404153386084
Trentham Memorial Park,,,,,Sealed Path,Walking,Easy,100,,,UHCC,,,Walking,{8D9CB4E2-4FBE-420D-84F6-72E73C96E053},,,CSPENCE,2025/10/06 00:55:55+00,2838.19871770853
Tawai Park,,,,,Sealed Path,,,101,,,,,,,{34688E72-A4A0-4FDE-8B04-4E213A8824EA},,,,,19.4919624485529
Grant's Bush,,,,,Gravel Path,,,102,,,,,,,{80A6A72A-275A-48B7-BDE3-E798E83D0DFC},,,LHEYMANNS,2025/08/28 22:48:58+00,319.932468358881
Te Awa Kairangi,Hutt River Trail,,,,Sealed Path,,,104,,,UHCC,,,Walking & Biking,{86C11C8D-BCFB-4971-8BCB-9FABA884FE2F},,,,,1280.54438273187
Birchville Picnic Area,Hutt River Trail,,,,Sealed Path,,Easy,105,,,UHCC,,,Walking & Biking,{5B8712DB-04C7-4B33-B294-C74D553917E7},,,,,20.4753452749536
Gillespies Esplanade Reserve,,,,,Gravel Path,,,106,,,UHCC,,,Walking & Biking,{966895FE-59A9-4DDE-BF81-1BEE5EBA8F75},,,,,761.508000600843
Brown Owl Reserve,,,,,Sealed Path,,,107,,,,,,,{375B3961-28A2-412D-B828-97E6CAE5FEB1},,,,,372.754970646826
Awa Kairangi Park,,,,,Sealed Path,,,108,,,,,,,{E89B62CD-CF4D-4572-9F00-B103FF0FE5D2},,,,,200.095742276451
Tulsa Park,,,,,Sealed Path,,,109,,,,,,,{C297EC53-C2E6-4151-84B6-9A75F010491F},,,,,25.6869884814059
Ngāti Tama Park,,,,,Sealed Path,,,110,,,,,,,{02E09232-E32C-4584-B0DA-B6D81B203632},,,,,453.162960771122
Edmund Lomas Park,,,,,Sealed Path,,,112,,,,,,,{FFF1F392-6168-4593-AFB1-29203B367059},,,,,25.8867995982583
Te Haukāretu Park,,,,,Sealed Path,,,113,,,,,,,{2197BA31-2BBD-472B-AB62-E245B86592FB},,,,,253.482321094909
Ngāti Tama Park,Hutt River Trail,,,,Sealed Path,,,114,,,,,,,{D9B3E880-CE21-495D-B55D-3BD3496AF37E},,,,,1013.9708402438
Hikurangi Drainage Reserve,,,,,Sealed Path,,,115,,,,,,,{4E101C35-1A19-4CE5-BF9A-EDF5EA99692E},,,,,366.998201625295
Speargrass Park,,,,,Sealed Path,,,116,,,,,,,{136FFFBE-EC92-42F0-8D92-8735BD5FC0E9},,,,,38.7383356995289
Doris Nicholson Reserve,,,,,Sealed Path,,,117,,,,,,,{42CDD964-64DD-4F36-8BC4-68FBF11B1D20},,,,,63.4954261026299
Riverstone Reserve,,,,,Gravel Path,,Easy - Moderate,118,,,UHCC,,,Walking & Biking,{6AF5AF98-549C-4C73-BA3E-97C300D424F9},,,,,453.182425853642
Te Haukāretu Park,Hutt River Trail,,,,Sealed Path,,,119,,,UHCC,,,Walking & Biking,{758D49CA-6EF7-4747-B684-7D18CC5C3C45},,,,,812.883224146064
Te Haukāretu Park,Hutt River Trail,,,,Gravel Path,,,120,,,UHCC,,,Walking & Biking,{C45F3D11-98D3-41AA-9D50-701E21B5724B},,,,,170.16060057773
Ngāti Tama Park,,,,,Gravel Path,,,121,,,,,,,{D910ED20-F0D3-4743-BCFB-C9374CC93108},,,,,51.6939394731273
Riverstone Reserve,,,,,Gravel Path,,,122,,,,,,,{DC421EFB-DB74-4F0D-98DE-C5C0F72F571B},,,,,412.81625866644
Blackbeech Esplanade Reserve,,,,,Sealed Path,,,123,,,,,,,{5B0F84A6-74B1-43EF-8599-EB09E4D9F5C3},,,,,50.4189204631934
Awa Kairangi Park,,,,,Gravel Path,,,124,,,,,,,{717D7474-63DD-4680-94FF-2FFB12136DFC},,,,,99.025952838228
Awa Kairangi Park,Hutt River Trail,,,,Gravel Path,,,125,,,,,,,{8F217EA4-29A5-4F16-8ADD-E972F55198AB},,,,,35.1482079394019
Awa Kairangi Park,Hutt River Trail,,,,Sealed Path,,,126,,,,,,,{0EED7AB9-FC62-41D3-87EE-CB2558685FFF},,,,,915.358566284876
Te Awa Kairangi,Hutt River Trail,,,,Gravel Path,,,127,,,UHCC,,,Walking & Biking,{682561CB-FBB1-4891-A90F-C14CC22E6523},,,CSPENCE,2025/10/06 04:50:08+00,12964.4304845068
Silverstream Amenity Reserve,,,,,Gravel Path,,,128,,,,,,,{8051AEE8-4C83-43DF-8475-8A45BE4FF508},,,,,26.7870667849392
Heretaunga Park,,Heretaunga Stopbank Walkway,,,Gravel/Natural Trail,,,129,,,,,,,{CC9E1D4A-D6C5-4C24-8D9A-46F905597000},,,CSPENCE,2025/10/01 03:48:39+00,584.69699197968
Trentham Memorial Park,Hutt River Trail,,,,Gravel Path,,Easy,130,,,UHCC,,,,{81D35841-605B-44F9-A002-47A7580F2C5C},,,,,173.758355613246
Trentham Memorial Park,,,,,Natural Path,,Easy,131,,,UHCC,,,,{62B9EFD7-2266-4B90-94D6-F91B328B03A5},,,,,79.6435383737661
Trentham Memorial Park,,Bartons Bush,,,Gravel Path,Multi,Easy,132,,,UHCC,,,Walking,{269026CF-5B27-423E-857C-0DF1123E483C},,,,,1443.33692126287
Trentham Memorial Park,,Bartons Bush,,,Natural Path,Multi,Hard,133,,,UHCC,,,Walking,{CD9C187D-0D95-431B-8ED1-242EBE011EDE},,,CSPENCE,2025/09/26 01:01:03+00,109.795232470179
Trentham Memorial Park,,Domain's Bush Track,,,Gravel Path,,Easy,134,,,UHCC,,,,{BD2E8160-CAD4-4BB2-871B-E02316B2F800},,,CSPENCE,2025/10/01 04:44:06+00,175.125269353894
Trentham Memorial Park,Hutt River Trail,,,,Sealed Path,,Easy,135,,,UHCC,,,,{8064B913-A382-4F28-AA8E-B098E81AD5BF},,,,,157.646305034917
Moonshine Park,Hutt River Trail,,,,Sealed Path,,,136,,,,,,,{F79A62B8-0884-46B8-8DC1-7DFFE5A7A2C6},,,,,1055.65046345072
Moonshine Park,,,,,Sealed Path,,,137,,,,,,,{76537A0B-512F-4D45-A6F9-F60C3351854B},,,,,37.4704415259999
Moonshine Park,,,,,Sealed Path,,,138,,,,,,,{7212C133-650B-4962-B914-96FBA8C77BB1},,,,,65.5774532724206
Moonshine Park,Hutt River Trail,,,,Gravel Path,,,140,,,,,,,{08939D36-4FD8-419B-8B16-F5CC63E95E9C},,,,,222.626744136139
Moonshine Park,,,,,Sealed Path,,,141,,,,,,,{D5EC3D62-9804-4B2D-BB0A-2923C3DC8E60},,,,,18.9206600745968
Moonshine Park,,,,,Gravel Path,,,142,,,,,,,{3B66C7BC-DA15-4390-A19F-0FC4CE5FE637},,,,,196.965328273179
Moehau Park,,,,,Gravel Path,,,143,,,,,,,{FC579FBE-7CAF-468D-826F-088616750E78},,,CSPENCE,2025/10/01 04:42:46+00,486.778374656986
Moonshine Park,,Moonshine Park Stopbank Track,,,Natural Path,,,144,,,,,,,{4762F8F4-4667-4BF5-9E56-0C2452F86AE1},,,CSPENCE,2025/10/01 04:03:47+00,1144.1568728493
Te Awa Kairangi,Hutt River Trail,,,,Natural Path,,,154,,,,,,,{4A44612E-826E-4F8A-9EA2-F698AC09968D},,,,,492.910424705727
Riverbank Park,,,,,Sealed Path,,,155,,,,,,,{80B4BB96-AAED-4EFB-95C0-3D69F10E67C4},,,,,186.042682196302
Harcourt Park,,,,,Sealed Path,Walking,Easy,156,,,UHCC,,,Walking,{452A3136-3AAE-4F38-990D-8E3DF2B526EB},,,CSPENCE,2025/10/01 04:27:58+00,478.460780751978
Harcourt Park,,,,,Gravel Path,Walking,Easy,157,,,UHCC,,,Walking,{3B0073D3-191B-437E-ACCC-48F86168D5BC},,,,,579.641625567641
Harcourt Park,,,,,Gravel/Natural Trail,Walking,Easy,158,,,UHCC,,,Walking,{180D9E5D-4C8C-4BFD-B189-52D6CA10CE73},,,CSPENCE,2025/10/01 04:27:20+00,419.379140178968
Ngāti Tama Park,,,,,Sealed Path,,,159,,,,,,,{CF60A111-882E-4923-A3B8-DAE84736D66E},,,,,87.4949178866627
Awa Kairangi Park,,,,,Natural Path,,,160,,,,,,,{0BB4725A-8F8F-4B39-9E0C-C34261C94417},,,,,37.0621362848741
Ngāti Tama Park,,,,,Gravel Path,,,161,,,,,,,{677E4798-F6C6-47BF-B9E4-1A9F8C4BEDE4},,,,,250.549591351478
Ngāti Tama Park,,,,,Gravel Path,,,162,,,,,,,{51631767-7C1C-4371-B2E4-8253056563BE},,,,,1.14026709151847
Tulsa Park,,,,,Gravel Path,,,163,,,,,,,{AB95999B-14D9-495A-B4C2-F1BF15F67D25},,,LHEYMANNS,2025/08/29 00:26:53+00,214.772124856414
